  1.1581796280990100E-07   3.9705090980326563E-07   9.9529833637603404E-01   9.8296406943599216E-06   2.3193209512083726E-03   5.7132605065083697E-01   9.6333775341956392E-04   1.1815025087246685E-05   3.3757994945891428E-06   2.5733188118726109E-04   6.1179180247732989E-01   1.1337449513754453E-04   1.3505873620729461E-04   6.3095577106580591E-01   4.7072264602221383E-04   9.5623660665020704E-01   2.8802232532316920E-04   8.1636685206920925E-04   4.9614069055808256E-04   9.5798657796476640E-04
  1.6318041307226904E-05   1.9151224605892587E-05   2.2092447427703664E-03   1.9164218662986591E-03   9.9268091412399595E-01   4.2506215739050085E-01   5.9078033845778821E-01   5.1148406534777691E-01   2.9299106004695269E-04   4.0733771517980824E-04   7.5934219643032288E-03   1.7639269966964111E-04   5.5566199877446769E-04   3.5192885642777588E-03   3.0286921451230645E-04   1.0917452173980781E-02   1.6378371257592101E-04   7.3915303123830243E-03   8.9666524154158010E-03   4.7709088167489055E-01
  1.6223144285826851E-03   1.7959899526017419E-03   1.7705901699994247E-05   9.9456680819281418E-01   1.7298488220886380E-03   1.0086618300608652E-03   3.9024357440130596E-03   4.8512887342524119E-01   4.0152191032615558E-01   3.9568130605187185E-01   1.4002579119837784E-04   2.3810896408109931E-03   3.9576882994115485E-03   7.4575802492339382E-05   1.7895453481472914E-01   9.2320677072039274E-03   1.5397316218044843E-01   2.1084682430284222E-02   2.6016511311472416E-02   2.0208199800159744E-02
  9.9828886443597853E-01   5.0255377756002176E-06   5.6595859679657298E-07   1.5753661461418347E-03   3.7006883001059811E-06   1.0781937460607779E-05   2.2390065311677108E-04   2.3360976133311422E-05   5.9469728740981298E-01   1.3395832318454477E-04   1.3804934529784807E-05   9.6108501473092500E-01   1.4749301523130534E-03   1.4243123002202869E-05   6.9687635469089636E-03   7.4886182710617199E-05   8.2505303285657750E-01   5.8442687254714361E-03   9.3432121936097223E-01   1.0917260968137849E-04
  4.7343314615871093E-06   9.9803894528945358E-01   3.1380599053830001E-07   1.8458869741190150E-03   3.8680775620264325E-06   2.1586872425309093E-04   6.2115842099733380E-05   2.2985423826980518E-05   1.2120015050461373E-04   6.0190589432253994E-01   6.2578269189790897E-06   6.9103808038844931E-04   9.4147345083083633E-01   2.5309103481875437E-06   7.8203760779973530E-01   5.2611542946479149E-04   1.0258289978428974E-02   9.2799281687825919E-01   6.5354040255611407E-03   2.0714392957331846E-04
  1.2977962616988246E-06   2.6554354112871656E-06   2.5094390652451110E-05   3.4686911499343905E-05   2.7257812528872546E-03   1.3041952758104771E-03   4.0101232813344267E-01   5.9379933268271700E-05   1.1240923659571172E-03   1.5484875730339678E-05   2.3376375416358727E-05   4.8450774375149478E-08   3.5013150605610154E-04   1.7277711847939697E-03   1.7372197405608744E-04   5.3231871354852038E-03   1.9927700390056201E-04   7.8341433442451243E-05   4.5653797938118999E-04   1.6356242246595280E-03
  3.2718938622667327E-07   3.3648440780673689E-07   5.4623740634899146E-06   1.3503554392359366E-05   4.4206324276636568E-04   1.7619540410134128E-06   3.9588484567217212E-07   2.1192121072115607E-05   6.4685897272956678E-06   5.2913461371073412E-05   2.2023330930920379E-03   7.4199181549185203E-06   6.6964236084318733E-06   9.1492963869192225E-04   5.1267615302754543E-03   2.8985195050594569E-04   2.9270837359032997E-03   2.2561491825965523E-05   3.2192130725974736E-05   4.8495171247250196E-01
  2.7592470343140342E-07   2.1820859930441037E-07   1.2230900715026844E-03   4.1034969969338609E-06   5.2711725316268388E-05   2.6720880934353783E-04   2.5433654832164211E-06   1.5761376442836828E-06   7.1796805007003963E-06   6.1102462882513988E-05   3.7491686406992436E-01   3.4742449838807941E-05   9.6656119528647855E-07   2.3994858594790542E-05   6.0673597888724640E-05   7.0556693882067561E-05   3.5007209886672589E-04   1.2469643864493665E-07   1.6272221123718049E-04   5.9454683098308482E-03
  4.0215428624571756E-07   2.1812296907914477E-07   1.2116981759630347E-03   1.7031460768028283E-06   3.4957839986533161E-05   1.1535275427008155E-04   2.0519484844119841E-03   3.2742806451421287E-05   1.0698537552082229E-06   3.7725310389142349E-05   4.0512891379558389E-05   1.6072705310266684E-04   3.0290698845880439E-05   3.6182632933459813E-01   5.3898351942621601E-06   2.2132483682264882E-05   4.4796167289410531E-05   6.8159439936473762E-05   4.8003243576078789E-04   9.1492878618445593E-04
  9.9903859991417865E-16   1.5841715702471803E-15   1.0162041424708267E-14   1.0135854238384850E-14   5.4799621115350690E-14   7.0721215319227210E-12   1.3282713454603744E-12   2.9249504971706934E-11   4.5610477844416154E-12   3.9962470926394820E-12   4.0336253548442364E-12   2.6504362751687316E-12   9.8860476647722855E-13   1.0881133881136194E-11   4.0545705235749835E-11   4.2866148849479078E-11   1.1228254270091878E-11   1.2020479621637743E-11   4.3993099771353638E-11   2.0699834666750689E-11
